lat,lon,dbh_in,condition,height_m,match_distance_m
40.771291,-73.952463,11,Fair,14.7,2.95
40.771551,-73.960943,17,Fair,20.8,2.95
40.765310,-73.962120,8,Good,12.0,2.01
40.772121,-73.958370,12,Fair,11.7,2.24
40.772879,-73.963842,16,Fair,16.3,1.49
40.785314,-73.981237,13,Good,12.4,0.61
40.789966,-73.972303,11,Good,9.8,3.52
40.798266,-73.970342,11,Good,17.5,3.11
40.775292,-73.957457,22,Good,15.1,4.26
40.786135,-73.975562,3,Dead,6.4,10.76
40.798319,-73.960462,8,Good,11.7,14.12
40.776414,-73.952233,9,Fair,10.5,2.46
40.771469,-73.952887,17,Good,18.2,4.15
40.776366,-73.978568,8,Fair,9.3,2.16
40.764509,-73.967658,13,Good,17.2,3.39
40.775336,-73.951920,9,Dead,10.3,2.66
40.793926,-73.967598,5,Dead,4.7,2.48
40.795336,-73.973665,16,Dead,15.3,3.54
40.773984,-73.958848,18,Dead,8.0,2.05
40.799005,-73.950624,20,Dead,6.3,3.14
40.768467,-73.959577,14,Fair,13.7,1.19
40.788562,-73.978212,19,Fair,19.4,2.93
40.778956,-73.974572,23,Good,21.8,1.48
40.776345,-73.952068,9,Fair,9.4,2.19
40.774429,-73.953443,9,Fair,7.4,1.42
40.765949,-73.957746,12,Dead,21.3,2.51
40.788520,-73.976304,12,Dead,12.8,3.05
40.783322,-73.980388,17,Good,14.4,1.19
40.788215,-73.980245,16,Good,14.9,2.33
40.774502,-73.953615,9,Good,8.8,2.50
40.765559,-73.962709,15,Good,11.6,3.56
40.780712,-73.958242,6,Dead,6.8,0.93
40.777219,-73.980345,17,Dead,12.6,1.16
40.783545,-73.980256,11,Dead,12.6,1.88
40.774823,-73.952405,18,Fair,13.5,3.29
40.788652,-73.973154,16,Fair,14.3,2.19
40.775488,-73.957922,19,Good,14.7,1.65
40.793666,-73.967132,6,Dead,5.7,2.80
40.771301,-73.952230,16,Dead,11.8,2.10
40.786245,-73.971379,10,Good,8.1,0.82
40.766191,-73.958320,14,Fair,16.4,1.84
40.788651,-73.976265,14,Good,12.6,1.73
40.793053,-73.972960,0,Dead,15.4,2.00
40.798322,-73.950677,17,Good,12.0,1.14
40.794124,-73.968214,9,Dead,6.2,1.08
40.788390,-73.972529,16,Good,14.0,0.95
40.798268,-73.960341,8,Fair,11.7,16.28
40.798159,-73.960560,0,Dead,16.6,1.99
40.798892,-73.950354,18,Fair,7.5,0.21
40.786170,-73.975644,3,Fair,7.3,9.90
40.774116,-73.959163,13,Good,16.1,0.54
40.798936,-73.969991,12,Fair,10.4,0.26
40.770202,-73.965637,14,Dead,10.3,2.15
40.795714,-73.975757,4,Dead,21.1,7.20
40.794674,-73.969584,11,Fair,10.0,1.77
40.783705,-73.980112,16,Good,12.4,4.12
40.784497,-73.955506,20,Fair,18.9,3.05
40.776334,-73.978493,11,Fair,8.6,2.75
40.788156,-73.980355,16,Fair,15.1,4.11
40.775940,-73.979498,12,Fair,18.0,2.72
40.786633,-73.971929,15,Dead,10.1,1.59
40.793855,-73.967578,13,Good,8.6,0.95
40.787905,-73.979506,7,Good,10.8,5.23
40.788763,-73.976099,20,Good,13.8,1.87
40.788029,-73.979802,13,Fair,12.2,1.59
40.765337,-73.962184,15,Good,12.3,2.02
40.777095,-73.961993,12,Fair,13.0,1.60
40.777017,-73.980119,13,Fair,12.3,2.42
40.770694,-73.960871,12,Fair,11.5,3.26
40.797861,-73.949579,18,Fair,12.0,0.93
40.788210,-73.972098,19,Good,15.7,3.00
40.780070,-73.981587,11,Poor,13.2,3.18
40.783464,-73.980250,11,Good,12.5,1.83
40.769528,-73.962967,14,Fair,15.0,1.50
40.765756,-73.968675,16,Fair,11.0,1.18
40.788257,-73.980345,14,Fair,11.9,1.29
40.772059,-73.964121,14,Fair,14.4,4.86
40.788569,-73.976249,20,Fair,11.7,0.85
40.777856,-73.960877,11,Fair,10.8,1.82
40.789902,-73.972185,13,Fair,19.0,1.32
40.794343,-73.968800,6,Poor,6.0,1.73
40.764475,-73.967578,13,Unknown,13.4,2.05
40.766507,-73.959069,12,Fair,12.4,0.94
40.793015,-73.973027,11,Fair,15.8,1.19
40.765201,-73.961862,13,Good,12.0,1.90
40.788555,-73.972922,18,Good,16.4,2.80
40.775380,-73.957666,18,Good,15.6,1.81
40.795371,-73.973747,14,Dead,19.1,3.84
40.784230,-73.979714,14,Fair,8.2,2.42
40.782016,-73.980988,17,Good,15.9,3.10
40.766272,-73.958511,15,Good,15.3,1.34
40.765529,-73.966455,17,Fair,14.8,2.67
40.774321,-73.953439,14,Fair,12.9,1.53
40.776024,-73.977759,13,Fair,11.4,2.09
40.798834,-73.950217,16,Fair,11.2,3.39
40.766269,-73.967955,18,Good,13.7,1.89
40.788134,-73.980052,17,Dead,11.1,2.38
40.798222,-73.960232,7,Poor,6.7,18.82
40.779436,-73.975713,0,Dead,14.7,1.58
40.774779,-73.954269,10,Fair,11.6,0.50
40.773881,-73.958340,0,Dead,16.1,2.47
40.774073,-73.959061,12,Poor,14.4,1.21
40.776627,-73.957786,0,Dead,5.6,0.54
40.776463,-73.978798,3,Dead,8.1,7.11
40.786271,-73.971442,7,Good,7.7,1.28
40.794331,-73.968703,13,Unknown,7.7,1.71
40.798999,-73.970142,1,Unknown,10.3,0.66
40.765255,-73.961991,14,Good,13.1,2.42
40.783642,-73.980148,15,Good,12.8,1.50
40.794469,-73.969100,6,Fair,6.0,1.47
40.765391,-73.962312,11,Dead,11.5,2.58
40.786231,-73.975542,8,Good,6.4,2.14
40.784386,-73.979601,14,Good,11.9,1.74
40.779148,-73.975030,16,Dead,12.8,1.70
40.776271,-73.978344,10,Dead,2.3,2.47
40.784009,-73.981535,11,Fair,11.7,0.27
40.788278,-73.972262,17,Good,16.1,1.67
40.765364,-73.962247,12,Good,11.5,3.89
40.764424,-73.967456,13,Dead,11.2,2.14
40.774290,-73.953367,10,Dead,11.3,0.97
40.794443,-73.969037,6,Dead,6.8,1.45
40.783426,-73.980347,18,Dead,15.3,2.99
40.788505,-73.972803,23,Fair,17.3,2.20
40.765174,-73.961798,14,Fair,12.7,1.40
40.793922,-73.967737,18,Good,12.8,1.79
40.795873,-73.975461,32,Dead,18.1,2.96
40.795184,-73.971372,11,Poor,13.0,3.26
40.788311,-73.980474,12,Dead,18.9,4.57
40.776056,-73.977835,12,Fair,11.1,1.69
40.768762,-73.966097,12,Good,10.3,2.07
40.765506,-73.962583,10,Good,12.0,2.56
40.798778,-73.950083,15,Good,10.9,2.06
40.777164,-73.980213,13,Fair,11.5,2.90
40.788114,-73.976721,17,Fair,15.3,1.05
40.789473,-73.971128,5,Fair,15.6,1.15
40.764616,-73.972875,3,Good,6.0,55.63
40.782059,-73.977750,16,Fair,12.4,3.55
40.777708,-73.977262,16,Dead,13.7,1.56
40.765705,-73.975994,19,Good,12.0,9.18
40.765936,-73.976511,24,Good,10.9,1.01
40.774098,-73.954888,9,Dead,11.2,1.88
40.769240,-73.963356,18,Dead,12.8,0.47
40.775829,-73.951132,10,Fair,11.6,1.64
40.776403,-73.954445,17,Good,14.3,3.86
40.768373,-73.953148,10,Dead,9.7,2.52
40.777283,-73.960208,12,Good,12.4,2.55
40.778102,-73.960188,14,Good,12.4,2.33
40.794277,-73.970331,13,Good,11.6,0.76
40.766199,-73.964166,18,Good,16.4,2.05
40.767648,-73.965403,4,Good,5.0,4.42
40.773158,-73.956641,3,Excellent,14.3,0.87
40.774485,-73.959772,17,Good,16.6,0.54
40.767963,-73.965872,6,Good,2.7,1.08
40.771398,-73.960328,23,Fair,16.4,1.74
40.778943,-73.978483,16,Fair,15.9,3.45
40.779000,-73.978619,18,Fair,15.1,2.16
40.765749,-73.966719,26,Poor,25.1,2.53
40.777874,-73.961873,17,Fair,12.5,1.87
40.778061,-73.949969,10,Critical,12.9,2.19
40.773266,-73.957154,19,Good,20.8,2.61
40.778136,-73.976570,16,Dead,10.4,2.67
40.768350,-73.965592,5,Poor,6.6,5.65
40.774636,-73.962104,9,Good,8.2,2.60
40.766728,-73.961540,14,Fair,7.4,2.20
40.776157,-73.953864,13,Fair,12.4,1.15
40.781855,-73.977267,16,Fair,11.2,0.51
40.765749,-73.964763,12,Dead,8.6,2.21
40.765150,-73.965304,22,Fair,22.8,3.19
40.772911,-73.956311,18,Poor,13.5,3.41
40.777354,-73.976417,15,Good,11.7,1.75
40.774062,-73.960742,12,Good,12.0,1.45
40.781784,-73.975736,15,Fair,10.4,1.62
40.787078,-73.949647,1,Unknown,9.9,2.44
40.764934,-73.964796,2,Good,12.4,2.01
40.778724,-73.949861,10,Fair,12.7,1.86
40.791067,-73.971353,3,Good,10.0,2.57
40.765738,-73.976070,10,Good,12.0,9.56
40.765190,-73.965398,21,Good,22.7,3.08
40.779389,-73.979541,13,Good,11.7,2.81
40.769405,-73.961803,17,Fair,14.8,0.94
40.772384,-73.957034,12,Good,19.9,2.27
40.774445,-73.959677,18,Good,17.6,1.40
40.775962,-73.951447,7,Fair,16.7,0.42
40.767338,-73.966326,18,Poor,10.6,2.84
40.765904,-73.976436,25,Fair,10.9,6.92
40.769404,-73.963745,5,Good,5.3,1.77
40.765033,-73.965029,20,Fair,18.5,1.21
40.765629,-73.964478,15,Good,15.6,2.40
40.768067,-73.965797,19,Good,26.7,2.35
40.766213,-73.965875,12,Dead,8.4,2.37
40.769570,-73.962195,13,Good,15.7,1.27
40.778117,-73.950101,13,Fair,11.2,3.72
40.769385,-73.963953,17,Good,15.3,0.16
40.765693,-73.966586,24,Good,22.2,2.53
40.766608,-73.961255,15,Fair,13.7,3.59
40.775919,-73.954996,14,Fair,14.2,2.04
40.764768,-73.972761,3,Good,9.5,36.41
40.776579,-73.954863,13,Fair,12.2,1.17
40.773230,-73.957070,13,Fair,13.7,2.47
40.781408,-73.976208,16,Dead,10.9,0.64
40.785534,-73.955513,16,Good,14.0,1.15
40.776576,-73.956567,10,Dead,9.2,1.14
40.766549,-73.961116,23,Dead,15.2,2.20
40.764971,-73.965130,22,Unknown,19.5,1.71
40.771968,-73.961940,17,Dead,26.1,2.88
40.777880,-73.977672,14,Dead,10.6,3.17
40.776275,-73.952191,13,Good,14.3,1.62
40.772792,-73.955768,14,Good,13.3,3.64
40.781740,-73.976993,10,Good,11.4,1.48
40.778766,-73.961761,16,Dead,9.8,1.36
40.776781,-73.960985,0,Dead,10.1,2.65
40.776647,-73.956733,18,Good,14.0,3.61
40.772866,-73.956203,12,Poor,14.1,1.02
40.774302,-73.955111,14,Dead,11.9,0.79
40.776098,-73.953723,3,Dead,4.1,1.10
40.778316,-73.950572,15,Dead,13.6,3.52
40.772881,-73.955979,16,Fair,12.6,1.74
40.770160,-73.967709,10,Good,9.6,1.40
40.777744,-73.977599,11,Fair,18.4,2.91
40.766097,-73.963924,19,Good,15.2,4.23
40.778151,-73.950181,8,Fair,13.4,0.84
40.778301,-73.976961,13,Good,13.6,1.82
40.773074,-73.956441,16,Dead,12.6,1.33
40.778466,-73.977349,5,Fair,11.0,5.77
40.774519,-73.960113,16,Good,17.6,3.18
40.765891,-73.967057,21,Good,20.4,3.92
40.781587,-73.958595,3,Unknown,15.4,1.10
40.765751,-73.976102,4,Good,3.5,10.20
40.767605,-73.967519,10,Fair,12.4,2.22
40.794249,-73.970623,20,Good,15.0,2.92
40.769446,-73.963844,19,Good,15.3,2.46
40.766320,-73.966128,15,Good,16.7,0.58
40.778602,-73.949284,10,Good,12.1,11.18
40.778538,-73.949428,10,Dead,12.1,3.60
40.775454,-73.953902,15,Fair,13.5,1.78
40.772789,-73.956021,15,Good,17.1,1.06
40.768167,-73.965724,18,Good,9.6,0.40
40.769455,-73.961923,16,Fair,16.0,3.32
40.777811,-73.977506,14,Fair,12.6,2.77
40.765222,-73.965475,21,Good,21.6,2.33
40.768176,-73.966914,14,Fair,18.2,1.42
40.775461,-73.954183,12,Fair,10.5,1.03
40.765646,-73.966475,24,Good,21.1,3.25
40.765871,-73.976358,13,Fair,17.8,8.98
40.781577,-73.976608,18,Fair,13.8,1.51
40.771561,-73.962678,20,Good,16.1,2.18
40.774131,-73.954706,14,Fair,11.6,1.00
40.778281,-73.950490,12,Fair,12.3,3.64
40.794379,-73.970256,13,Good,11.5,1.10
40.782198,-73.978078,13,Good,13.3,2.19
40.774532,-73.955656,12,Good,15.1,2.13
40.769200,-73.963259,11,Good,11.8,2.75
40.780259,-73.949345,11,Fair,7.8,2.37
40.775809,-73.955005,3,Poor,7.9,6.17
40.776104,-73.955430,16,Fair,13.0,2.38
40.772920,-73.956074,0,Dead,15.8,1.72
40.771932,-73.961855,3,Fair,14.4,1.88
40.766516,-73.961038,16,Fair,14.9,1.49
40.776604,-73.960042,0,Dead,11.0,1.62
40.775020,-73.957065,12,Good,13.2,2.61
40.776321,-73.954253,10,Good,10.3,1.67
40.764721,-73.972797,3,Good,9.5,42.47
40.778837,-73.978232,16,Fair,14.9,3.08
40.781956,-73.977506,16,Fair,13.5,2.41
40.787530,-73.980850,15,Fair,17.0,2.29
40.768853,-73.962695,21,Fair,17.1,1.66
40.777051,-73.953751,0,Dead,10.1,1.74
40.765939,-73.967172,13,Good,10.3,1.65
40.767043,-73.965909,4,Good,13.3,8.05
40.771285,-73.962282,23,Fair,19.7,1.42
40.774519,-73.959855,18,Good,14.7,0.97
40.765673,-73.975915,2,Good,21.7,10.21
40.781677,-73.976845,15,Good,17.1,3.70
40.765966,-73.976585,25,Good,16.2,6.13
40.765115,-73.965222,20,Good,23.4,2.92
40.765831,-73.966914,22,Good,25.6,2.02
40.778132,-73.960260,13,Fair,11.6,1.11
40.766145,-73.964039,17,Fair,11.2,4.30
40.771827,-73.961603,16,Fair,13.8,3.81
40.773124,-73.956561,15,Good,15.4,1.66
40.768966,-73.962962,13,Fair,15.4,3.12
40.765100,-73.965437,21,Fair,20.6,0.39
40.777316,-73.960287,13,Good,15.2,2.36
40.794300,-73.970745,21,Fair,14.0,2.71
40.785028,-73.954821,16,Fair,7.6,2.41
40.798387,-73.973744,29,Good,23.0,3.25
40.769493,-73.962013,17,Fair,15.2,1.90
40.771870,-73.961706,16,Fair,17.9,1.53
40.791116,-73.971469,13,Dead,14.4,3.08
40.772952,-73.956150,16,Fair,15.1,0.68
40.775572,-73.954180,14,Good,13.9,2.43
40.775749,-73.950942,13,Good,14.0,3.00
40.767761,-73.969545,9,Unknown,9.7,0.84
40.774097,-73.960826,12,Good,11.5,2.77
40.781906,-73.977387,14,Fair,10.0,1.29
40.766487,-73.960968,15,Fair,14.9,1.80
40.791333,-73.971983,12,Dead,11.3,1.32
40.770051,-73.963336,16,Fair,14.2,1.41
40.776515,-73.960107,10,Dead,10.9,2.10
40.766698,-73.961467,15,Fair,12.4,1.97
40.765796,-73.966832,24,Fair,25.3,3.06
40.778642,-73.949664,19,Fair,14.5,1.65
40.764670,-73.972835,3,Good,9.5,48.86
40.778030,-73.960018,17,Dead,13.7,2.15
40.771934,-73.961598,10,Fair,31.5,2.41
40.781636,-73.976748,19,Fair,11.9,3.80
40.765866,-73.965040,15,Good,13.8,1.40
40.790182,-73.949474,9,Fair,6.2,0.91
40.788210,-73.952330,3,Good,4.7,0.97
40.780974,-73.977142,13,Fair,11.5,2.25
40.788803,-73.971916,18,Good,21.3,3.74
40.784406,-73.951386,20,Fair,15.4,1.47
40.784900,-73.950887,15,Fair,9.7,2.61
40.781145,-73.977549,12,Fair,13.1,2.03
40.785420,-73.952116,18,Fair,16.6,2.01
40.788383,-73.952620,4,Good,3.8,1.98
40.780357,-73.977647,19,Fair,13.8,0.49
40.787896,-73.973305,16,Dead,15.3,1.03
40.788423,-73.952700,4,Good,6.5,3.23
40.787568,-73.972527,18,Good,16.0,1.62
40.788071,-73.950329,4,Good,6.3,0.45
40.785363,-73.951717,14,Fair,14.8,2.13
40.784679,-73.950360,15,Fair,12.8,1.87
40.799332,-73.954878,28,Poor,17.8,2.79
40.784853,-73.950773,15,Good,12.6,2.07
40.789647,-73.949897,16,Good,13.4,3.09
40.781188,-73.977650,12,Dead,8.3,0.73
40.783552,-73.951574,15,Dead,14.3,2.38
40.785390,-73.952045,17,Good,17.7,2.99
40.790088,-73.949726,10,Good,5.2,1.10
40.780944,-73.977071,13,Fair,12.4,0.76
40.788871,-73.972056,20,Fair,20.1,2.67
40.784130,-73.950735,16,Fair,13.1,1.85
40.787520,-73.972412,15,Good,15.1,2.30
40.780143,-73.977139,20,Fair,13.3,3.14
40.788441,-73.952736,4,Good,7.1,0.23
40.787905,-73.949936,5,Good,6.0,0.93
40.780908,-73.976985,13,Dead,12.8,1.51
40.784490,-73.951583,17,Dead,14.0,1.32
40.785502,-73.952310,19,Fair,13.8,2.67
40.785527,-73.952109,0,Dead,12.7,0.64
40.781231,-73.977752,15,Dead,11.6,1.71
40.787747,-73.951235,4,Unknown,6.8,1.15
40.788325,-73.952608,7,Good,5.1,2.81
40.790092,-73.949260,8,Good,6.4,0.82
40.792408,-73.950862,22,Fair,13.4,1.92
40.788413,-73.952812,4,Good,5.2,0.92
40.789600,-73.949784,12,Fair,13.3,2.72
40.787733,-73.972919,22,Good,15.2,2.28
40.787439,-73.972220,15,Dead,12.7,3.13
40.781010,-73.977228,15,Fair,15.1,3.22
40.781802,-73.979035,19,Fair,14.1,0.77
40.780840,-73.978793,14,Fair,13.2,2.39
40.799200,-73.954565,21,Fair,15.3,2.69
40.784708,-73.950428,16,Fair,13.3,1.09
40.787704,-73.951134,3,Unknown,17.6,4.14
40.785467,-73.951954,1,Dead,16.7,0.53
40.784239,-73.979904,19,Fair,12.9,0.67
40.792360,-73.950749,19,Fair,13.3,1.55
40.788347,-73.952494,6,Good,4.9,0.53
40.787666,-73.972760,20,Fair,17.5,3.57
40.796571,-73.974459,23,Fair,22.2,2.80
40.779430,-73.962046,5,Good,6.7,13.84
40.778372,-73.962858,5,Good,3.1,15.02
40.778508,-73.962719,5,Good,7.9,9.53
40.779613,-73.961952,5,Good,11.3,17.52
40.778329,-73.962889,5,Good,3.1,11.55
40.779387,-73.962078,5,Good,11.0,14.57
40.779656,-73.961920,5,Good,6.6,18.73
40.778403,-73.962796,5,Good,10.7,13.21
40.779486,-73.962044,5,Good,6.7,16.42
40.778521,-73.962749,5,Good,7.9,12.32
40.780032,-73.961645,6,Good,21.6,22.32
40.779442,-73.962076,5,Good,6.7,16.66
40.778338,-73.962843,5,Good,3.1,15.44
40.779622,-73.961906,5,Good,11.3,16.66
40.779399,-73.962108,5,Good,11.0,17.45
40.778381,-73.962812,5,Good,10.7,14.68
40.779591,-73.961967,5,Good,11.3,16.44
40.779473,-73.962015,5,Good,6.7,13.55
40.778499,-73.962765,5,Good,9.8,12.24
40.779570,-73.961983,5,Good,11.3,15.76
40.778350,-73.962873,5,Good,3.1,13.12
40.779634,-73.961936,5,Good,11.3,18.94
40.778575,-73.962672,5,Good,12.6,10.42
40.778394,-73.962842,5,Good,10.7,17.08
40.778542,-73.962733,5,Good,7.9,12.01
40.779579,-73.961937,5,Good,11.3,13.74
40.779408,-73.962062,5,Good,6.2,14.51
40.779464,-73.962060,5,Good,6.7,16.31
40.778487,-73.962735,5,Good,9.8,9.36
40.778316,-73.962859,5,Good,3.1,14.14
40.779557,-73.961953,5,Good,11.3,12.92
40.778564,-73.962717,5,Good,7.9,12.31
40.779421,-73.962092,5,Good,6.2,17.30
40.779600,-73.961922,5,Good,11.3,15.02
40.778530,-73.962703,5,Good,7.9,9.12
40.778415,-73.962826,5,Good,8.9,15.73
40.779643,-73.961890,5,Good,6.6,15.90
40.778359,-73.962828,5,Good,10.7,16.47
40.779451,-73.962030,5,Good,6.7,13.42
40.796849,-73.973878,34,Good,8.0,2.84
40.769424,-73.955909,3,Excellent,14.9,2.50
40.777122,-73.956156,18,Dead,13.6,2.05
40.785199,-73.951092,20,Fair,16.8,3.37
40.779605,-73.976111,4,Fair,17.3,3.89
40.774260,-73.953045,2,Dead,17.8,2.97
40.788225,-73.950659,3,Excellent,16.4,4.52
40.785646,-73.950858,18,Good,12.8,1.82
40.775233,-73.949422,5,Good,5.7,2.59
40.786733,-73.950752,3,Unknown,4.6,11.85
40.775366,-73.953958,3,Good,15.5,2.89
40.769126,-73.949254,3,Excellent,13.4,24.83
40.785589,-73.950689,23,Good,17.1,1.97
40.788274,-73.950775,3,Excellent,15.9,2.59
40.785412,-73.950599,22,Good,15.4,2.27
40.788334,-73.950865,3,Excellent,17.5,4.02
40.769181,-73.949437,3,Excellent,13.4,8.52
40.798999,-73.970142,3,Good,10.3,0.66
40.789128,-73.977512,2,Dead,15.5,7.86
40.784899,-73.972379,6,Good,12.6,0.31
40.779236,-73.974985,3,Dead,15.9,0.39
40.785528,-73.950561,22,Good,17.3,2.84
40.767608,-73.957532,6,Fair,3.4,1.53
40.785589,-73.950945,19,Fair,14.0,2.17
40.784327,-73.973237,6,Good,9.4,8.23
40.779216,-73.975187,3,Dead,16.3,1.90
40.769381,-73.949865,3,Dead,16.9,3.09
40.785471,-73.950409,21,Good,46.4,3.54
40.783673,-73.951859,3,Excellent,14.4,2.22
40.786661,-73.950579,3,Unknown,7.2,9.83
40.776477,-73.954623,4,Good,19.0,2.61
40.799027,-73.970209,3,Good,8.3,3.77
40.779079,-73.974862,2,Dead,12.1,1.50
40.767625,-73.957549,6,Fair,15.8,1.34
40.785523,-73.950998,20,Good,15.9,3.36
40.783497,-73.971286,3,Excellent,5.8,0.94
40.767639,-73.957586,6,Fair,16.1,1.65
40.787891,-73.979449,3,Excellent,12.2,0.90
40.776763,-73.957475,4,Poor,5.2,1.21
40.786701,-73.955163,7,Good,4.7,1.36
40.774205,-73.954882,12,Dead,11.7,3.09
40.784344,-73.955143,17,Fair,15.0,3.53
40.768393,-73.959402,11,Poor,14.5,2.06
40.769289,-73.963469,18,Dead,16.8,4.68
40.775229,-73.957566,8,Fair,17.0,1.45
40.797608,-73.967179,14,Good,13.7,2.45
40.765170,-73.958146,22,Good,14.2,3.12
40.765021,-73.958856,14,Good,16.3,2.52
40.765535,-73.958794,33,Good,17.1,2.15
40.765132,-73.959251,17,Good,13.1,2.84
40.764841,-73.958385,31,Fair,17.0,2.10
40.765156,-73.958741,26,Good,18.0,0.79
40.764887,-73.958355,28,Good,17.1,2.73
40.765096,-73.959157,17,Fair,17.5,1.50
40.765161,-73.959338,19,Good,14.5,1.77
40.765732,-73.965004,10,Dead,13.0,1.23
40.764930,-73.958321,29,Good,16.1,3.52
40.764867,-73.958601,19,Good,12.4,1.04
40.765288,-73.958650,24,Fair,14.2,2.67
40.764984,-73.958776,19,Good,15.4,1.48
40.796858,-73.967651,20,Good,17.9,1.60
40.765320,-73.958499,9,Good,11.6,1.26
40.765040,-73.958479,16,Dead,16.1,1.30
40.765232,-73.958099,16,Good,15.5,2.70
40.796782,-73.967463,21,Good,18.9,0.38
40.797575,-73.967093,12,Good,10.7,0.91
40.779126,-73.981437,22,Fair,20.1,1.33
40.765272,-73.958205,8,Fair,11.7,1.29
40.765345,-73.958613,13,Good,16.2,2.23
40.764819,-73.958476,9,Good,16.3,1.91
40.765049,-73.959055,32,Fair,17.8,3.48
40.764899,-73.958629,11,Good,12.4,3.24
40.764926,-73.958772,12,Good,11.9,1.36
40.797390,-73.974904,8,Good,18.4,2.16
40.778991,-73.981543,16,Good,18.3,2.50
40.765083,-73.958336,24,Good,14.5,2.90
40.796641,-73.967579,21,Good,21.1,1.65
40.765621,-73.958995,29,Good,17.2,3.10
40.765006,-73.958385,24,Good,15.7,2.37
40.764871,-73.958443,9,Good,15.3,3.58
40.792823,-73.949376,23,Good,17.1,4.18
40.765347,-73.958376,10,Fair,10.9,0.39
40.779300,-73.981432,20,Fair,16.6,2.44
40.779123,-73.978921,2,Dead,11.9,2.19
40.796605,-73.967518,18,Fair,20.1,4.23
40.797034,-73.967410,23,Good,19.3,4.04
40.765017,-73.958972,22,Good,14.0,2.99
40.765284,-73.958429,7,Good,11.1,1.12
40.765130,-73.958618,14,Good,14.6,1.03
40.792171,-73.949836,26,Good,15.4,3.15
40.764793,-73.958418,19,Good,16.8,3.43
40.765174,-73.958249,10,Good,9.9,1.35
40.765076,-73.958577,18,Fair,13.3,1.75
40.765308,-73.958279,19,Fair,13.3,1.40
40.765235,-73.958684,26,Fair,17.0,3.68
40.765467,-73.958644,28,Good,15.4,2.46
40.796978,-73.967827,22,Good,16.8,3.49
40.765379,-73.958566,13,Good,9.1,2.41
40.764985,-73.958911,22,Good,18.0,1.43
40.765036,-73.958239,20,Good,17.5,0.58
40.792392,-73.949710,17,Good,12.2,2.63
40.769136,-73.950310,18,Good,16.7,1.24
40.796285,-73.975419,27,Fair,18.6,2.05
40.796946,-73.974716,8,Good,25.2,2.77
40.769524,-73.949323,20,Fair,14.3,14.12
40.792086,-73.949617,17,Dead,15.0,3.14
40.788698,-73.971653,16,Fair,19.5,3.01
40.795390,-73.968889,18,Good,18.7,1.84
40.768911,-73.950416,15,Good,5.8,1.47
40.769143,-73.950014,27,Good,18.9,1.70
40.779302,-73.981545,25,Fair,18.3,3.49
40.797053,-73.975386,40,Fair,17.2,2.95
40.795648,-73.968743,20,Good,17.6,4.19
40.792133,-73.949456,26,Good,20.2,1.86
40.796981,-73.975307,8,Fair,18.9,3.59
40.779160,-73.981588,20,Fair,18.8,2.48
40.768640,-73.949614,21,Fair,13.6,2.74
40.769298,-73.950193,14,Fair,46.6,2.70
40.769266,-73.950171,14,Poor,15.6,3.13
40.781827,-73.978157,17,Good,15.2,3.19
40.795301,-73.976534,29,Good,17.7,4.82
40.795715,-73.968125,9,Excellent,15.2,3.74
40.788495,-73.971777,21,Fair,22.8,2.31
40.769593,-73.949572,20,Fair,11.9,2.74
40.796791,-73.974785,8,Fair,16.4,2.28
40.769484,-73.949758,26,Good,18.2,3.56
40.789609,-73.968444,10,Good,12.8,1.04
40.769438,-73.949449,27,Fair,17.0,5.55
40.781767,-73.978695,10,Good,5.0,3.21
40.768672,-73.949449,20,Fair,13.5,6.92
40.769001,-73.950125,18,Good,13.4,3.17
40.769283,-73.949370,22,Good,16.9,13.31
40.769095,-73.950331,12,Good,15.8,1.79
40.792851,-73.949453,21,Good,20.2,3.51
40.792155,-73.949339,25,Good,20.0,2.85
40.768713,-73.949316,19,Good,12.1,17.30
40.768653,-73.949733,21,Fair,15.3,5.37
40.797361,-73.975392,11,Fair,5.0,1.14
40.797350,-73.974859,8,Good,20.4,2.88
40.779085,-73.981461,17,Fair,19.2,3.35
40.769801,-73.949419,20,Fair,15.0,6.28
40.768879,-73.950217,19,Good,15.9,3.96
40.788755,-73.971816,17,Fair,22.1,0.83
40.768717,-73.949560,26,Fair,13.8,2.45
40.769174,-73.950105,18,Good,20.5,1.77
40.769153,-73.949512,25,Good,16.2,3.45
40.769205,-73.950226,13,Good,13.4,3.39
40.769477,-73.949356,18,Good,14.3,12.37
40.795727,-73.968810,16,Fair,16.2,1.53
40.782365,-73.973615,38,Good,25.6,2.87
40.788718,-73.971847,19,Fair,22.4,3.42
40.797641,-73.967254,13,Good,8.6,2.82
40.796671,-73.974987,8,Good,18.7,3.45
40.778938,-73.981571,17,Fair,17.0,1.56
40.797181,-73.975160,8,Good,21.9,1.78
40.799375,-73.974014,26,Good,18.8,2.26
40.795676,-73.968944,17,Good,17.2,4.95
40.788650,-73.971631,17,Fair,21.9,3.07
40.796670,-73.967480,18,Fair,20.1,4.53
40.795655,-73.968717,18,Good,18.4,4.07
40.781944,-73.978571,25,Good,18.6,1.45
40.769532,-73.949574,19,Good,16.2,2.05
40.796513,-73.967568,22,Fair,20.2,2.74
40.768822,-73.949204,19,Good,12.1,25.93
40.796893,-73.974985,8,Fair,14.7,5.56
40.769590,-73.949203,18,Good,14.4,25.42
40.768587,-73.949520,20,Fair,15.2,2.44
